Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2002-01-20,2002-02-20,2002-03-20,2002-04-20,2002-05-20,2002-06-20,2002-07-20,2002-08-20,2002-09-20,2002-10-20,2002-11-20,2002-12-20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,2003-01-20,2003-02-20,2003-03-20,2003-04-20,2003-05-20,2003-06-20,2003-07-20,2003-08-20,2003-09-20,2003-10-20,2003-11-20,2003-12-20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,2004-01-20,2004-02-20,2004-03-20,2004-04-20,2004-05-20,2004-06-20,2004-07-20,2004-08-20,2004-09-20,2004-10-20,2004-11-20,2004-12-20,4/13/20,9/13/21,9/14/21,9/15/21,9/16/21,9/17/21,9/18/21,9/19/21,9/20/21,9/21/21,9/22/21,9/23/21,9/24/21,9/25/21,9/26/21,9/27/21,9/28/21,9/29/21,9/30/21,2010-01-21,2010-02-21,2010-03-21,2010-04-21,2010-05-21,2010-06-21,2010-07-21,2010-08-21,2010-09-21,2010-10-21,2010-11-21,2010-12-21,10/13/21,10/14/21,10/15/21,10/16/21,10/17/21,10/18/21,10/19/21,10/20/21,10/21/21,10/22/21,10/23/21,10/24/21,10/25/21,10/26/21,10/27/21,10/28/21,10/29/21,10/30/21,10/31/21,2011-01-21,2011-02-21,2011-03-21,2011-04-21,2011-05-21,2011-06-21,2011-07-21,2011-08-21,2011-09-21,2011-10-21,2011-11-21,2011-12-21,11/13/21,11/14/21,11/15/21,11/16/21,11/17/21,11/18/21,11/19/21,11/20/21,11/21/21,11/22/21,11/23/21,11/24/21,11/25/21,11/26/21,11/27/21,11/28/21,11/29/21,11/30/21,2012-01-21,2012-02-21,2012-03-21,2012-04-21,2012-05-21,2012-06-21,2012-07-21,2012-08-21,2012-09-21,2012-10-21,2012-11-21,2012-12-21,12/13/21,12/14/21,12/15/21,12/16/21,12/17/21,12/18/21
,Qatar,25.3548,51.1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,8,8,8,8,15,18,24,262,262,320,337,401,439,439,452,460,470,481,494,501,526,537,549,562,590,634,693,781,835,949,1075,1325,1604,1832,2057,2210,2376,2512,2728,2979,3231,234773,234895,235054,235187,235304,235386,235487,235626,235769,235907,236016,236123,236231,236298,236388,236482,236558,236643,236735,236834,236913,236990,237048,237147,237225,237297,237359,237424,237483,237579,237662,237741,237798,237867,237929,237996,238079,238165,238271,238359,238436,238518,238640,238742,238845,238950,239051,239143,239247,239374,239508,239646,239752,239871,239995,240098,240247,240385,240557,240705,240828,240965,241089,241232,241378,241527,241672,241819,241969,242087,242228,242375,242518,242673,242824,242979,243132,243290,243447,243607,243758,243912,244071,244223,244387,244545,244708,244867,245030,245188,245354,245523,245690,245855,246024,246188,246367
,Romania,45.9432,24.9668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,4,6,9,9,15,15,25,45,49,89,123,131,158,184,260,277,308,367,433,576,794,906,1029,1292,1452,1815,2109,2245,2460,2738,3183,3613,3864,4057,4417,4761,5202,5467,5990,6300,6633,1122653,1126582,1130586,1135027,1139505,1144893,1148710,1152052,1158841,1165886,1172981,1180097,1187773,1194106,1199761,1210810,1221636,1233668,1244555,1257145,1265827,1274119,1289156,1303900,1318367,1332221,1346240,1356640,1365788,1382531,1398264,1414647,1430475,1445714,1457260,1467401,1486264,1503422,1519532,1534942,1550203,1561928,1571115,1587880,1602830,1616027,1628501,1640607,1648031,1655024,1666097,1676293,1685264,1693532,1701589,1706882,1711137,1718726,1725017,1730433,1735277,1739283,1742304,1744440,1748568,1752103,1755179,1758068,1760765,1762701,1764251,1766987,1769783,1771887,1773845,1775572,1776949,1778045,1779667,1780808,1781957,1783630,1785120,1786036,1786839,1788260,1789539,1790571,1791502,1791502,1793149,1793643,1794589,1795418,1796230,1796973,1797706
,Russia,61.52401,105.318756,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,13,13,17,17,20,20,28,45,59,63,90,114,147,199,253,306,367,438,495,658,840,1036,1264,1534,1836,2337,2777,3548,4149,4731,5389,6343,7497,8672,10131,11917,13584,15770,18328,7055296,7072825,7091368,7110656,7130245,7150244,7170069,7189445,7208241,7227549,7248572,7269514,7291097,7313112,7334843,7355883,7377774,7401104,7425057,7449689,7474850,7500000,7524465,7548944,7575825,7602386,7631034,7658923,7687559,7714973,7742899,7773388,7804750,7837101,7870529,7903963,7936798,7969960,8005376,8041581,8078309,8112999,8149946,8185400,8220975,8260045,8298850,8338053,8377984,8417305,8455232,8494589,8533706,8573323,8613533,8651561,8689818,8727817,8764713,8804297,8843238,8881306,8918926,8956136,8991748,9027163,9063318,9099253,9135149,9170898,9205431,9238330,9270885,9303751,9337575,9370694,9403480,9436650,9468640,9500836,9533593,9565909,9598283,9630296,9661865,9692411,9722639,9752340,9782723,9812538,9842021,9871229,9899139,9927150,9955308,9982735,10009866
,Rwanda,-1.9403,29.8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,8,8,17,17,19,36,40,41,50,54,60,70,70,75,82,84,89,102,104,105,105,110,110,118,120,126,127,93079,93567,94055,94478,94893,95117,95257,95503,95767,96023,96337,96570,96727,96839,96982,97190,97358,97517,97695,97781,97870,97951,98077,98209,98345,98485,98599,98697,98745,98840,98926,98987,99067,99128,99145,99181,99213,99252,99288,99325,99354,99374,99431,99474,99514,99565,99628,99681,99698,99727,99765,99820,99854,99898,99931,99947,99978,100000,100019,100047,100082,100125,100136,100148,100164,100183,100190,100196,100207,100217,100232,100255,100277,100303,100311,100325,100330,100344,100349,100362,100381,100391,100404,100414,100429,100449,100464,100517,100556,100584,100634,100634,100763,100888,101030,101183,101413
,Saint Kitts and Nevis,17.357822,-62.782998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,7,8,8,9,9,9,10,10,11,11,11,12,12,12,12,1476,1510,1556,1589,1589,1632,1632,1680,1680,1718,1762,1762,1800,1835,1872,1891,1891,1918,1965,1994,1994,2037,2073,2246,2294,2320,2361,2361,2412,2435,2466,2511,2525,2546,2550,2556,2574,2589,2591,2619,2623,2625,2637,2637,2657,2664,2668,2669,2669,2675,2686,2696,2701,2708,2708,2717,2717,2717,2730,2735,2736,2745,2749,2749,2753,2756,2764,2764,2764,2766,2767,2774,2774,2774,2777,2779,2782,2782,2786,2786,2787,2789,2789,2790,2790,2791,2791,2792,2795,2796,2796,2796,2796,2797,2798,2801,2801
,Saint Lucia,13.9094,-60.9789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,9,9,13,13,13,13,14,14,14,14,14,14,15,15,15,15,9823,9971,10082,10217,10344,10399,10520,10605,10624,10727,10852,10961,11053,11144,11231,11320,11459,11459,11573,11636,11693,11693,11709,11727,11833,11942,11970,11970,12017,12054,12095,12129,12129,12206,12228,12234,12280,12313,12331,12385,12411,12426,12433,12465,12486,12517,12536,12559,12559,12573,12586,12610,12645,12673,12688,12688,12748,12748,12757,12785,12808,12827,12835,12837,12844,12851,12872,12894,12894,12904,12909,12909,12927,12927,12954,12954,12977,12989,13000,13017,13017,13027,13027,13034,13048,13052,13067,13067,13086,13086,13086,13098,13105,13115,13127,13136,13136
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,7,7,7,8,8,12,12,12,12,12,2487,2521,2559,2613,2613,2728,2791,2830,2848,2964,3071,3158,3247,3338,3359,3369,3423,3508,3563,3563,3676,3776,3838,3866,3965,3965,3965,4096,4096,4096,4096,4096,4096,4418,4623,4627,4637,4729,4786,4814,4814,4850,4860,4860,4905,4941,4951,4951,4995,4995,5012,5050,5073,5092,5092,5092,5123,5123,5167,5204,5257,5270,5270,5326,5326,5326,5359,5378,5391,5391,5414,5414,5446,5469,5500,5500,5500,5525,5525,5562,5579,5579,5579,5623,5623,5645,5645,5645,5692,5692,5722,5722,5723,5723,5723,5758,5758
,Samoa,-13.759,-172.1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,San Marino,43.9424,12.4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,9,16,22,24,27,37,49,60,60,64,77,77,77,102,104,109,126,151,175,187,187,208,218,223,228,228,230,236,236,236,245,252,259,266,277,279,308,344,344,356,356,5388,5399,5402,5408,5412,5412,5412,5419,5423,5423,5426,5427,5427,5427,5428,5436,5438,5440,5440,5440,5440,5444,5456,5460,5464,5466,5466,5466,5470,5470,5470,5470,5473,5473,5473,5475,5479,5481,5490,5497,5497,5497,5509,5521,5534,5540,5547,5547,5547,5547,5547,5569,5582,5588,5588,5588,5598,5610,5610,5614,5624,5624,5624,5654,5683,5711,5734,5758,5758,5758,5790,5833,5872,5908,5930,5930,5930,5979,6039,6084,6118,6148,6148,6148,6217,6308,6308,6357,6464,6464,6464,6464,6719,6807,6915,7007,7007
,Sao Tome and Principe,0.1864,6.6131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2825,2877,2893,2984,3025,3040,3043,3097,3115,3192,3217,3295,3338,3344,3349,3408,3453,3459,3504,3531,3535,3536,3564,3584,3600,3613,3626,3628,3629,3639,3649,3659,3670,3675,3677,3677,3685,3687,3689,3691,3697,3697,3697,3705,3705,3705,3710,3712,3714,3714,3715,3715,3718,3720,3721,3729,3729,3730,3730,3730,3730,3730,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3732,3732,3732,3733,3733,3733,3733,3733,3733,3733,3733,3733,3733,3733,3735,3735,3735
,Saudi Arabia,23.885942,45.079162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,11,15,20,21,45,86,103,103,118,171,171,274,344,392,511,562,767,900,1012,1104,1203,1299,1453,1563,1720,1885,2039,2179,2402,2605,2795,2932,3287,3651,4033,4462,4934,545829,545829,545829,546336,546411,546411,546411,546612,546681,546735,546735,546735,546882,546926,546985,547035,547035,547134,547134,547134,547134,547134,547357,547402,547449,547497,547532,547591,547649,547704,547761,547797,547845,547890,547931,547969,548018,548065,548111,548162,548205,548252,548303,548368,548423,548474,548530,548571,548617,548666,548711,548760,548805,548848,548890,548930,548973,549022,549060,549103,549148,549192,549222,549260,549297,549339,549377,549412,549443,549479,549518,549556,549590,549618,549642,549671,549695,549720,549752,549786,549810,549848,549877,549912,549955,549997,550043,550088,550136,550189,550240,550304,550369,550457,550542,550622,550738
,Senegal,14.4974,-14.4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,4,4,4,4,10,10,24,24,26,31,31,38,47,67,79,86,99,105,119,130,142,162,175,190,195,207,219,222,226,237,244,250,265,278,280,291,73500,73513,73539,73562,73588,73622,73645,73654,73668,73692,73706,73719,73728,73742,73747,73757,73764,73775,73782,73793,73800,73802,73806,73816,73825,73831,73835,73837,73841,73842,73848,73853,73859,73865,73866,73873,73875,73875,73876,73880,73891,73893,73896,73897,73902,73904,73909,73917,73917,73920,73922,73926,73931,73933,73935,73935,73939,73942,73945,73947,73948,73951,73954,73958,73959,73960,73962,73965,73965,73968,73969,73970,73973,73975,73975,73981,73985,73987,73987,73990,73996,74007,74013,74024,74031,74036,74043,74054,74065,74076,74086,74092,74094,74105,74115,74129,74141
,Serbia,44.0165,21.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,12,19,35,46,48,55,65,83,103,135,171,222,249,303,384,384,457,659,741,785,900,1060,1171,1476,1624,1908,2200,2447,2666,2867,3105,3380,3630,4054,823161,830884,838512,846114,853686,860431,865686,872110,879342,886543,893023,899485,905677,911066,917802,926269,934440,941989,949260,955672,961006,966989,974179,981329,988307,994708,1000365,1005168,1010868,1017798,1024497,1031283,1037707,1043758,1048835,1055296,1062960,1070705,1078032,1085728,1092476,1098209,1104117,1111957,1118905,1125602,1131819,1137820,1142749,1148645,1155756,1162482,1168608,1174333,1179137,1183025,1187373,1192476,1197082,1201080,1204902,1208386,1211163,1214650,1218423,1222023,1225242,1228328,1230976,1233057,1235828,1238861,1241492,1244169,1246508,1248719,1250393,1252573,1254845,1257025,1259005,1260806,1262419,1263663,1265228,1267112,1268787,1270407,1271794,1273103,1274047,1275214,1276761,1278120,1279445,1280644,1281659
,Seychelles,-4.6796,55.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,10,10,10,7,7,7,7,7,7,7,7,8,8,8,8,10,10,10,10,10,11,11,11,11,11,11,11,20593,20593,20593,20593,20593,20593,20593,20961,21077,21180,21180,21281,21281,21281,21374,21374,21473,21473,21507,21507,21507,21556,21556,21626,21705,21726,21726,21726,21769,21799,21826,21854,21854,21854,21854,21947,21991,22039,22071,22102,22102,22102,22135,22150,22174,22213,22243,22243,22243,22265,22280,22301,22336,22381,22381,22381,22441,22457,22526,22574,22633,22633,22633,22722,22722,22781,22833,22895,22895,22895,22976,23018,23197,23197,23197,23197,23197,23390,23417,23537,23537,23599,23599,23599,23664,23689,23750,23806,23806,23806,23806,23901,23920,23960,24047,24047,24047
,Sierra Leone,8.460555,-11.779889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,6,6,6,7,7,8,8,10,10,6385,6386,6388,6388,6391,6392,6392,6392,6393,6393,6393,6393,6393,6393,6393,6393,6393,6394,6394,6394,6396,6396,6396,6396,6396,6396,6396,6396,6396,6396,6396,6396,6396,6396,6396,6397,6397,6397,6397,6397,6397,6397,6397,6397,6397,6397,6397,6397,6397,6398,6398,6398,6398,6398,6398,6398,6398,6398,6398,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6401,6401,6401,6402,6402,6402,6402,6402,6402,6402,6402,6405,6405,6420,6421,6421,6421,6422,6423,6434,6434,6452,6471
,Singapore,1.2833,103.8333,0,1,3,3,4,5,7,7,10,13,16,18,18,24,28,28,30,33,40,45,47,50,58,67,72,75,77,81,84,84,85,85,89,89,91,93,93,93,102,106,108,110,110,117,130,138,150,150,160,178,178,200,212,226,243,266,313,345,385,432,455,509,558,631,683,732,802,844,879,926,1000,1049,1114,1189,1309,1375,1481,1623,1910,2108,2299,2532,2918,72294,73131,73938,74848,75783,76792,77804,78721,79899,81356,82860,84510,85953,87892,89539,91775,94043,96521,99430,101786,103843,106318,109804,113381,116864,120454,124157,126966,129229,132205,135395,138327,141772,145120,148178,150731,154725,158587,162026,165663,169261,172644,175818,179095,184419,187851,192099,195211,198374,200844,204340,207975,210978,212745,215780,218333,220803,224200,227681,230077,233176,235480,237203,239272,241341,244815,244815,248587,250518,252188,253649,255431,257510,258785,259875,261636,262383,263486,264725,266049,267150,267916,268659,269211,269873,270588,271297,271979,272433,272992,273362,273701,274143,274617,274972,275384,275655
,Slovakia,48.669,19.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,7,10,21,32,44,61,72,96,104,123,137,178,185,204,216,226,269,292,314,336,363,400,426,450,471,485,534,581,682,701,715,728,742,769,785387,786153,787184,787646,788941,790041,790957,791268,792516,794018,795286,796411,797808,798722,799121,800730,802589,804372,805983,807709,808960,809552,811438,813926,815858,818022,820303,821714,822475,824687,827648,830031,832457,834975,837146,838331,841322,845619,849611,854024,858435,862348,864213,868738,874816,881087,887197,893866,898926,902044,905284,913536,922403,931129,939755,946520,951417,959699,969099,978203,987623,997514,1005182,1010857,1021273,1032240,1040996,1051745,1064680,1074264,1081626,1092704,1105970,1119111,1131206,1143068,1152125,1159767,1170200,1182562,1192439,1209977,1221771,1230343,1234982,1244362,1255086,1265056,1272991,1280370,1286336,1289252,1295909,1302459,1310588,1316172,1321091
,Slovenia,46.1512,14.9955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,16,16,31,57,89,141,181,219,253,275,275,286,341,383,414,442,480,528,562,632,684,730,756,802,841,897,934,977,997,1021,1059,1091,1124,1160,1188,1205,1212,276457,277853,279217,280544,281687,282935,283479,283770,285079,286267,287278,288219,289225,289670,289955,290994,292333,293364,294335,295328,295858,296083,297062,298274,299243,300084,300969,301458,301644,302654,303882,304963,306064,307503,308136,308501,310170,312316,314162,316138,318412,319913,320620,322914,326083,328729,331206,334188,335850,337108,338246,341699,346220,349996,353660,355979,357262,360614,365095,368669,372109,375775,378142,379964,383734,388011,391677,395203,398439,400685,402083,405477,408623,411301,413664,415898,417376,418413,420898,423162,425288,427035,428945,430064,430839,432793,434679,436366,437689,439169,439952,440633,442347,443873,445228,446506,447794
,Solomon Islands,-9.6457,160.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
,Somalia,5.152149,46.199616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,5,5,5,7,7,7,7,8,12,12,21,21,25,60,18568,18568,18820,18820,18820,19004,19004,19235,19235,19235,19583,19583,19723,19723,19980,19980,19980,19980,19980,19980,20577,20577,20577,20900,20900,20900,20900,21269,21269,21269,21269,21269,21269,21269,21269,21269,21269,21269,21269,21269,21269,21269,21998,21998,21998,21998,21998,21998,21998,21998,21998,21998,21998,22693,22693,22693,22693,22693,22693,22837,22837,22837,22837,22837,22837,22837,22837,22969,22969,22969,22969,22969,22969,23016,23016,23016,23016,23016,23016,23016,23016,23051,23051,23051,23051,23051,23051,23051,23074,23074,23074,23074,23074,23074,23074,23169,23169
,South Africa,-30.5595,22.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,7,13,17,24,38,51,62,62,116,150,202,240,274,402,554,709,927,1170,1187,1280,1326,1353,1380,1462,1505,1585,1655,1686,1749,1845,1934,2003,2028,2173,2272,2860835,2864534,2869201,2873415,2877063,2880349,2882630,2884134,2886331,2889298,2892081,2894342,2895976,2896943,2897521,2898888,2898888,2902672,2904307,2905613,2906422,2906851,2907619,2908768,2909757,2910681,2911497,2912145,2912346,2912938,2913880,2914827,2915560,2916179,2916593,2916803,2917255,2917846,2918366,2918883,2919332,2919632,2919778,2920109,2920581,2921114,2921589,2921886,2922116,2922222,2922391,2922735,2923054,2923393,2923751,2923956,2924072,2924317,2924622,2924978,2925371,2925677,2925939,2926075,2926348,2926914,2927499,2928288,2929175,2929862,2930174,2948760,2950035,2952500,2955328,2958548,2961406,2963679,2968052,2976613,2988148,3004203,3020569,3031694,3038075,3051222,3071064,3093452,3112469,3129622,3167497,3180785,3204642,3231031,3255816,3276529,3292609
,South Sudan,6.877,31.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,4,4,11623,11755,11767,11790,11800,11805,11814,11831,11831,11861,11899,11926,11926,11948,11954,11981,11995,12010,12021,12035,12041,12041,12080,12096,12104,12104,12104,12104,12114,12134,12168,12184,12184,12184,12184,12225,12250,12270,12279,12279,12279,12279,12293,12299,12327,12348,12361,12361,12361,12410,12421,12436,12448,12453,12453,12453,12514,12517,12546,12546,12558,12558,12558,12590,12590,12609,12609,12638,12638,12638,12680,12684,12701,12717,12717,12717,12717,12755,12758,12777,12777,12804,12804,12804,12823,12826,12842,12842,12873,12873,12873,12904,12904,12969,13049,13309,13309
,Spain,40.463667,-3.74922,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,13,15,32,45,84,120,165,222,259,400,500,673,1073,1695,2277,2277,5232,6391,7798,9942,11748,13910,17963,20410,25374,28768,35136,39885,49515,57786,65719,73235,80110,87956,95923,104118,112065,119199,126168,131646,136675,141942,148220,153222,158273,163027,166831,170099,4915265,4918526,4922249,4926324,4929546,4929546,4929546,4935534,4937984,4940824,4943855,4946601,4946601,4946601,4951640,4953930,4956691,4959091,4961128,4961128,4961128,4965399,4967200,4969503,4971310,4973619,4973619,4973619,4977448,4977448,4980206,4982138,4984386,4984386,4984386,4988878,4990767,4993295,4995176,4997732,4997732,4997732,5002217,5004143,5006675,5008887,5011148,5011148,5011148,5011148,5016968,5019255,5022546,5025639,5025639,5025639,5032056,5032056,5038517,5042803,5047156,5047156,5047156,5056954,5061045,5067712,5074027,5080663,5080663,5080663,5096538,5103315,5111842,5121100,5131012,5131012,5131012,5153923,5164184,5174720,5189220,5202958,5202958,5202958,5202958,5246766,5246766,5273178,5290273,5290190,5290190,5339992,5366128,5393268,5422168,5455527,5455527
,Sri Lanka,7.873054,80.771797,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,10,18,28,44,51,60,73,77,82,97,102,102,106,106,113,117,122,143,146,151,159,166,176,178,185,189,190,190,198,210,217,488482,490957,496423,498694,500772,502758,504491,506009,507330,508672,510040,511372,512531,513609,514592,515524,516465,517377,518775,519630,520432,521218,522002,522778,523550,524937,525663,526383,527064,527735,528415,529755,530421,531070,531648,532218,532766,533305,533860,534975,535529,536084,536645,537201,538320,538860,539416,539981,541073,541639,542212,542793,543385,544013,544630,545256,545935,546653,547346,548061,548784,549500,551343,552274,552994,553722,554459,555204,555929,556626,557361,558860,559605,560345,561059,561778,562520,563267,563989,564733,565471,566196,566936,567682,568423,569171,569928,570672,571426,572188,572902,573649,576194,576966,577724,578439,579134
,Sudan,12.8628,30.2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,3,5,5,6,7,7,7,10,10,12,12,14,14,14,15,19,19,19,37951,37951,37951,37995,37995,37995,37995,38041,38042,38050,38077,38077,38077,38077,38201,38217,38245,38283,38283,38283,38283,38345,38632,38665,38670,38746,38824,38824,38827,38884,39119,39416,39416,39550,39550,39839,39839,39839,40084,40084,40238,40238,40433,40433,40433,40433,40433,40433,40433,40433,40433,40433,40433,40433,40433,40433,40433,41019,41019,41093,41093,41093,41093,41309,41309,41351,41558,41558,41558,41558,41822,41890,41959,42056,42056,42056,42056,42826,43084,43229,43489,43489,43489,43489,44170,44170,44406,44406,44529,44529,44529,44877,45112,45112,45112,45112,45112
,Summer Olympics 2020,35.6491,139.7737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865
